report_date,incident number,incident name,start date,incident type,county,latitude,longitude,area,area measurement
7/19/2017,236_30075,Brian,7/18/2017,WF,30075,45.3028,-106.1611,1.0,ACRES
7/7/2017,236_56013,756 Mill Creek,7/6/2017,WF,56013,42.99975,-108.7258,1.0,ACRES
6/23/2017,236_35045,3089,6/22/2017,WF,35045,36.87644,-108.0461,1.0,ACRES
5/20/2017,237_23009,Route 46,5/18/2017,WF,23009,44.634633,-68.700916,1.0,ACRES
9/4/2017,238_30053,Flaming Owl,9/3/2017,WF,30053,48.87931,-115.0827,1.0,ACRES
9/9/2017,239_41045,Sheephead,9/8/2017,WF,41045,42.76495,-117.9483,1.0,ACRES
4/16/2017,239_27007,Rl182,4/15/2017,WF,27007,47.875469,-94.885469,1.0,ACRES
12/15/2017,249_53015,Ham Rd,12/14/2017,WF,53015,45.97757,-122.3728,1.0,ACRES
6/27/2017,253_41063,Bitter Creek,6/26/2017,WF,41063,45.3912,-117.4472,1.0,ACRES
7/23/2017,256_53025,Mile Post 49 South,7/22/2017,WF,53025,46.70165,-119.6821,1.0,ACRES
7/28/2017,263_30071,Mud Creek,7/27/2017,WF,30071,47.85185,-108.06665,1.0,ACRES
7/25/2017,264_16031,Cowboy Springs,7/24/2017,WF,16031,42.22555,-113.9503,1.0,ACRES
9/9/2017,267_16085,Pheobe,9/8/2017,WF,16085,44.92945,-115.6247,1.0,ACRES
4/22/2017,268_4013,Cholla,4/21/2017,WF,4013,33.99033,-112.1469,1.0,ACRES
7/25/2017,268_30011,Chimney - Carter,7/24/2017,WF,30011,45.5264,-104.24799999999999,1.0,ACRES
6/28/2017,269_41001,Tope Springs,6/27/2017,WF,41001,44.72153,-118.0215,1.0,ACRES
4/23/2017,273_4007,Charley,4/21/2017,WF,4007,33.35559,-110.7075,1.0,ACRES
7/25/2017,275_53077,Hause Creek,7/24/2017,WF,53077,46.67516,-121.0766,1.0,ACRES
5/23/2017,275_23019,Margin,5/22/2017,WF,23019,44.86752,-68.677937,1.0,ACRES
5/10/2017,276_6105,Fisher,5/9/2017,WF,6105,40.86925,-123.5222,1.0,ACRES
10/12/2017,277_16005,Mm 51,10/11/2017,WF,16005,42.72108,-112.22399999999999,1.0,ACRES
8/8/2017,280_41019,Tl 280,8/7/2017,WF,41019,43.018440000000005,-122.4879,1.0,ACRES
8/8/2017,282_41019,Tl 282,8/7/2017,WF,41019,42.991667,-122.48833300000001,1.0,ACRES
4/25/2017,288_4015,Black,4/24/2017,WF,4015,34.4867,-113.3732,1.0,ACRES
7/29/2017,291_53025,Potholes,7/28/2017,WF,53025,47.052440000000004,-119.5459,1.0,ACRES
6/30/2017,292_41023,Wild Cat,6/29/2017,WF,41023,44.829570000000004,-118.9185,1.0,ACRES
4/9/2017,293_29055,Davis,4/8/2017,WF,29055,37.80444,-91.1782,1.0,ACRES
10/13/2017,293_8051,Condemn It,10/12/2017,WF,8051,39.0453,-107.4753,1.0,ACRES
8/2/2017,294_30071,294,7/31/2017,WF,30071,48.337433000000004,-108.08565,1.0,ACRES
8/2/2017,295_30015,Butte Creek,8/1/2017,WF,30015,47.455033,-110.11655,1.0,ACRES
8/1/2017,299_53039,Town Of Wishram,7/31/2017,WF,53039,45.65918,-120.9649,1.0,ACRES
8/9/2017,300_41019,Dl 300,8/8/2017,WF,41019,43.22593,-122.2448,1.0,ACRES
7/17/2017,300_56017,Warm Springs,7/16/2017,WF,56017,43.650909999999996,-108.1383,1.0,ACRES
4/25/2017,301_4009,Moon,4/24/2017,WF,4009,33.29788,-110.4306,1.0,ACRES
7/15/2017,303_16049,Horse Creek,7/14/2017,WF,16049,45.9831,-115.4058,1.0,ACRES
8/19/2017,303_56037,Anvil,8/18/2017,WF,56037,41.06995,-109.5568,1.0,ACRES
6/13/2017,305_23021,West Road,6/11/2017,WF,23021,45.1761,-69.513374,1.0,ACRES
8/13/2017,316_35031,Trap Rock,8/12/2017,WF,35031,35.03286,-108.8605,1.0,ACRES
8/4/2017,318_41005,Old Maid,8/3/2017,WF,41005,45.38745,-121.8477,1.0,ACRES
8/9/2017,320_16013,Queens Crown,8/8/2017,WF,16013,43.30663,-113.9828,1.0,ACRES
8/25/2017,321_56007,Misterly,8/24/2017,WF,56007,41.48083,-106.1013,1.0,ACRES
8/28/2017,321_29221,Power Pole,8/27/2017,WF,29221,37.96853,-90.99379,1.0,ACRES
8/27/2017,322_35001,Fire Finger,8/25/2017,WF,35001,34.98109,-106.5526,1.0,ACRES
7/22/2017,322_8077,Mesa Slope,7/21/2017,WF,8077,39.03581,-108.2691,1.0,ACRES
6/24/2017,322_41017,0322 Rs,6/23/2017,WF,41017,44.32255,-121.2248,1.0,ACRES
7/3/2017,323_49021,Cedar City Assist 04,7/2/2017,WF,49021,37.673809999999996,-113.0516,1.0,ACRES
7/9/2017,324_35055,Diablo,7/8/2017,WF,35055,36.25805,-105.4616,1.0,ACRES
9/30/2017,325_29213,Tidwell 2,9/29/2017,WF,29213,36.645467,-92.86111700000001,1.0,ACRES
6/19/2017,325_35005,Mm 137 Truck,6/17/2017,WF,35005,33.78685,-104.5746,1.0,ACRES
8/14/2017,327_30105,327,8/12/2017,WF,30105,48.16,-106.579,1.0,ACRES
6/3/2017,327_4017,Legacy,6/2/2017,WF,4017,34.32244,-110.6612,1.0,ACRES
7/4/2017,328_41063,Hollow Log,7/3/2017,WF,41063,45.78289,-117.0387,1.0,ACRES
7/5/2017,329_49021,Cedar City Assist 06,7/4/2017,WF,49021,37.68273,-113.0872,1.0,ACRES
7/10/2017,329_35055,Grass Dance,7/9/2017,WF,35055,36.44722,-105.569,1.0,ACRES
3/19/2017,331_8093,Victor,3/18/2017,WF,8093,39.09186,-105.8775,1.0,ACRES
7/16/2017,331_16019,Storm,7/15/2017,WF,16019,48.5175,-118.35833329999998,1.0,ACRES
7/23/2017,334_53051,Huff,7/22/2017,WF,53051,48.73617,-117.0563,1.0,ACRES
7/11/2017,337_35045,Junkyard,7/10/2017,WF,35045,36.69778,-108.088,1.0,ACRES
6/15/2017,340_8007,Railroad Grade,6/14/2017,WF,8007,37.014,-107.22399999999999,1.0,ACRES
6/28/2017,340_16015,Scriver,6/27/2017,WF,16015,44.22916,-116.0165,1.0,ACRES
8/7/2017,340_53025,Chrysler,8/6/2017,WF,53025,46.74458,-119.5062,1.0,ACRES
5/12/2017,341_27007,Rl 258,5/11/2017,WF,27007,47.876443,-94.977311,1.0,ACRES
7/23/2017,342_56013,80 Airport Road,7/22/2017,WF,56013,43.0384,-108.4487,1.0,ACRES
8/11/2017,352_53039,West Prong,8/10/2017,WF,53039,45.95758,-120.775,1.0,ACRES
8/25/2017,352_30041,352,8/24/2017,WF,30041,48.482,-110.64399999999999,1.0,ACRES
8/11/2017,353_53039,Little Klickitat,8/10/2017,WF,53039,45.95628,-120.7714,1.0,ACRES
8/12/2017,354_30027,354,8/11/2017,WF,30027,47.202417,-109.289083,1.0,ACRES
8/12/2017,356_30027,356,8/11/2017,WF,30027,46.913933,-109.74555500000001,1.0,ACRES
11/23/2017,357_29215,Goldenrod,11/22/2017,WF,29215,37.56588,-92.13746,1.0,ACRES
5/17/2017,357_27007,Rl 272,5/16/2017,WF,27007,47.87366,-94.99914,1.0,ACRES
5/19/2017,359_27007,Rl 274,5/18/2017,WF,27007,47.8584,-95.0106,1.0,ACRES
7/8/2017,359_41061,Sanderson Lane,7/7/2017,WF,41061,45.55365,-118.0236,1.0,ACRES
7/26/2017,361_16017,Bandy,7/25/2017,WF,16017,48.04918,-116.7839,1.0,ACRES
8/12/2017,363_53077,Kettle Creek,8/11/2017,WF,53077,46.94357,-121.3335,1.0,ACRES
9/24/2017,364_53073,Price Creek,9/23/2017,WF,53073,48.8641,-121.6122,1.0,ACRES
7/25/2017,365_30029,North Hilltop,7/24/2017,WF,30029,48.37083,-114.2191,1.0,ACRES
8/5/2017,365_30079,Main - Prairie,8/4/2017,WF,30079,46.857009999999995,-105.1116,1.0,ACRES
7/8/2017,367_49017,Beck,7/7/2017,WF,49017,37.89219,-111.7642,1.0,ACRES
9/1/2017,368_30037,368,8/31/2017,WF,30037,46.2941,-109.25641,1.0,ACRES
7/8/2017,369_49025,Buckskin,7/7/2017,WF,49025,37.06845,-112.0979,1.0,ACRES
6/29/2017,370_49045,Impact Range,6/28/2017,WF,49045,40.497209999999995,-112.4839,1.0,ACRES
7/16/2017,370_35039,Well,7/15/2017,WF,35039,36.12766,-106.0178,1.0,ACRES
9/2/2017,372_30105,372,9/1/2017,WF,30105,48.132222,-106.590278,1.0,ACRES
6/7/2017,374_27007,Rl 286,6/6/2017,WF,27007,47.8232,-95.0352,1.0,ACRES
2/24/2017,377_40015,Colorado,2/23/2017,WF,40015,35.06519,-98.24016999999999,1.0,ACRES
8/13/2017,378_53077,Big Muddy,8/12/2017,WF,53077,46.110279999999996,-121.2918,1.0,ACRES
5/8/2017,379_30017,Noble - Custer,5/7/2017,WF,30017,46.53737,-105.7452,1.0,ACRES
9/10/2017,386_30091,386,9/9/2017,WF,30091,48.823797,-104.53437199999999,1.0,ACRES
7/3/2017,387_16027,Liner,7/2/2017,WF,16027,43.77388,-116.6112,1.0,ACRES
9/21/2017,388_30071,The Camp,9/20/2017,WF,30071,47.671717,-108.68845,1.0,ACRES
9/27/2017,391_30071,391,9/26/2017,WF,30071,48.5039,-107.4497,1.0,ACRES
8/8/2017,391_27007,Rl 302 Cb,8/7/2017,WF,27007,47.87725,-94.89381,1.0,ACRES
7/3/2017,392_49003,Frontage,7/1/2017,WF,49003,41.72101,-112.2379,1.0,ACRES
7/30/2017,405_30029,Bowman Creek,7/29/2017,WF,30029,48.82261,-114.2377,1.0,ACRES
7/2/2017,406_41013,0406 Rs,7/1/2017,WF,41013,44.368390000000005,-120.8963,1.0,ACRES
8/2/2017,406_56017,Stormborn,8/1/2017,WF,56017,43.768229999999996,-108.0786,1.0,ACRES
7/17/2017,410_30017,Plunker - Custer,7/16/2017,WF,30017,46.11305,-105.8259,1.0,ACRES
7/11/2017,410_49053,Mm9  I-15,7/10/2017,WF,49053,37.12065,-113.5416,1.0,ACRES
8/3/2017,411_56019,Bear Canyon,8/2/2017,WF,56019,44.5173,-106.9069,1.0,ACRES
7/18/2017,411_30017,Kircher -  Custer,7/17/2017,WF,30017,46.414840000000005,-105.7948,1.0,ACRES
8/23/2017,411_8049,Byers Range,8/22/2017,WF,8049,40.073159999999994,-106.113,1.0,ACRES
7/6/2017,411_16001,Ra 2 Ada Co,7/5/2017,WF,16001,43.46067,-116.0946,1.0,ACRES
7/11/2017,415_49001,Wind Farm East,7/10/2017,WF,49001,38.49645,-112.9094,1.0,ACRES
7/21/2017,418_35059,Sierra Grande,7/20/2017,WF,35059,36.7242,-103.8798,1.0,ACRES
7/11/2017,422_49017,Box,7/10/2017,WF,49017,37.872170000000004,-111.6246,1.0,ACRES
7/17/2017,423_23021,Awake Grass,7/16/2017,WF,23021,45.208551,-69.466471,1.0,ACRES
10/23/2017,425_27007,Rl 335,10/21/2017,WF,27007,47.8628,-94.9086,1.0,ACRES
8/5/2017,425_56013,Givens,8/4/2017,WF,56013,43.015029999999996,-108.6809,1.0,ACRES
7/7/2017,426_16039,Mm73 I84,7/6/2017,WF,16039,43.35924,-115.9685,1.0,ACRES
8/6/2017,427_56013,458  Ethete Road,8/5/2017,WF,56013,43.02805,-108.7881,1.0,ACRES
7/29/2017,430_35047,West,7/28/2017,WF,35047,35.55146,-105.1689,1.0,ACRES
8/7/2017,430_16021,Silver Crescent,8/6/2017,WF,16021,48.88166,-116.2782,1.0,ACRES
8/19/2017,433_30017,Mile Marker 144 - Custer,8/18/2017,WF,30017,46.460190000000004,-105.7544,1.0,ACRES
8/22/2017,436_30017,Totality,8/21/2017,WF,30017,46.28105,-105.27799999999999,1.0,ACRES
7/9/2017,438_16001,Mm62 I84,7/8/2017,WF,16001,43.47726,-116.10600000000001,1.0,ACRES
10/8/2017,439_16047,Turkey Head,10/7/2017,WF,16047,43.10505,-114.6717,1.0,ACRES
8/31/2017,440_8081,Spillway,8/30/2017,WF,8081,40.556340000000006,-107.3829,1.0,ACRES
7/7/2017,441_41031,0441 Rn,7/5/2017,WF,41031,44.68045,-121.1734,1.0,ACRES
7/31/2017,445_41033,Glade Fork,7/30/2017,WF,41033,42.15876,-123.2797,1.0,ACRES
10/17/2017,448_16031,Cold Water,10/16/2017,WF,16031,42.58166,-113.4062,1.0,ACRES
9/4/2017,450_8081,Slater,9/3/2017,WF,8081,40.88861,-107.3274,1.0,ACRES
6/25/2017,451_30083,Raccoon - Richland,6/24/2017,WF,30083,47.68584,-104.1017,1.0,ACRES
8/12/2017,452_16057,Dusty Sunset,8/11/2017,WF,16057,47.02494,-116.4616,1.0,ACRES
7/23/2017,452_23027,Fort Knox,7/22/2017,WF,23027,44.56469,-68.80147,1.0,ACRES
7/5/2017,452_30083,Palmer - Richland,7/4/2017,WF,30083,47.73787,-104.0522,1.0,ACRES
7/9/2017,461_49003,Kotter,7/8/2017,WF,49003,41.798140000000004,-112.3684,1.0,ACRES
7/10/2017,465_49011,Reservoir,7/9/2017,WF,49011,41.099509999999995,-111.92,1.0,ACRES
6/8/2017,466_4023,Red Mt,6/7/2017,WF,4023,31.501559999999998,-110.7151,1.0,ACRES
7/3/2017,466_30109,Rost - Wibaux,7/2/2017,WF,30109,47.041109999999996,-104.2694,1.0,ACRES
5/11/2017,467_4009,Arena,5/10/2017,WF,4009,33.29228,-110.4429,1.0,ACRES
7/3/2017,468_30109,Mingus - Wibaux,7/2/2017,WF,30109,46.991409999999995,-104.1195,1.0,ACRES
3/3/2017,472_40015,Washita,3/2/2017,WF,40015,35.10325,-98.35934,1.0,ACRES
5/4/2017,472_30021,I94 Mm231 - Dawson,5/3/2017,WF,30021,47.04871,-104.3989,1.0,ACRES
5/16/2017,473_30021,Hollecker Lake - Dawson,5/15/2017,WF,30021,47.1264,-104.7286,1.0,ACRES
7/2/2017,475_30021,Big Sky - Dawson,7/1/2017,WF,30021,47.09134,-104.7857,1.0,ACRES
8/19/2017,486_56013,Yukon,8/18/2017,WF,56013,43.13,-108.41333300000001,1.0,ACRES
7/11/2017,488_49045,Muskrat Station,7/10/2017,WF,49045,40.641890000000004,-112.6857,1.0,ACRES
7/31/2017,490_23009,Alligator Lake,7/30/2017,WF,23009,44.929089000000005,-68.203214,1.0,ACRES
7/17/2017,499_30021,Stipek - Dawson,7/16/2017,WF,30021,47.22037,-104.6668,1.0,ACRES
8/21/2017,500_56013,Little Wind,8/20/2017,WF,56013,42.978609999999996,-108.4126,1.0,ACRES
7/25/2017,501_49021,Parowan Assist 01,7/24/2017,WF,49021,37.86367,-112.8186,1.0,ACRES
7/25/2017,503_49021,Cedar City Assist 10,7/24/2017,WF,49021,37.648990000000005,-113.1156,1.0,ACRES
6/26/2017,504_4017,North Fork,6/25/2017,WF,4017,34.38908,-110.6473,1.0,ACRES
8/8/2017,505_41029,Bert,8/7/2017,WF,41029,42.99558,-122.3439,1.0,ACRES
7/31/2017,506_23025,Knights Landing,7/30/2017,WF,23025,45.3596,-69.9509,1.0,ACRES
8/23/2017,511_56033,Pradre,8/22/2017,WF,56033,44.78305,-106.9752,1.0,ACRES
7/28/2017,511_30021,Griffith - Dawson,7/27/2017,WF,30021,47.09601,-104.5338,1.0,ACRES
6/27/2017,513_4005,Aspen,6/26/2017,WF,4005,34.35006,-110.7508,1.0,ACRES
6/27/2017,514_4005,Tillman,6/26/2017,WF,4005,34.455090000000006,-110.8903,1.0,ACRES
9/4/2017,515_35047,Dalton,9/3/2017,WF,35047,35.66891,-105.6954,1.0,ACRES
8/11/2017,515_41035,Cat,8/10/2017,WF,41035,42.12379,-121.0518,1.0,ACRES
7/3/2017,522_30021,Fork - Dawson,7/2/2017,WF,30021,47.55507,-105.0736,1.0,ACRES
7/4/2017,524_8033,Willow Divide,7/3/2017,WF,8033,37.75358,-108.2003,1.0,ACRES
8/24/2017,524_16021,Mount Hall,8/23/2017,WF,16021,48.99756,-116.3501,1.0,ACRES
10/21/2017,524_35003,Eagle,10/20/2017,WF,35003,33.681709999999995,-108.585,1.0,ACRES
8/22/2017,525_30021,Hay Stack - Dawson,8/21/2017,WF,30021,47.50663,-104.928,1.0,ACRES
7/27/2017,526_41001,Trout Creek,7/26/2017,WF,41001,44.63845,-118.2422,1.0,ACRES
7/1/2017,528_4005,Big Ridge,6/30/2017,WF,4005,36.71594,-112.1916,1.0,ACRES
5/19/2017,529_4007,Salvador,5/18/2017,WF,4007,33.351290000000006,-110.4748,1.0,ACRES
8/4/2017,529_23001,Pan Am River Road,8/3/2017,WF,23001,44.411251,-70.14479399999999,1.0,ACRES
8/5/2017,530_23009,100,8/4/2017,WF,23009,44.478819,-68.33042900000001,1.0,ACRES
8/12/2017,532_30083,Peabody - Richland,8/11/2017,WF,30083,47.457809999999995,-104.3454,1.0,ACRES
5/20/2017,537_4007,Jurasic,5/19/2017,WF,4007,33.36703,-110.448,1.0,ACRES
8/30/2017,541_30087,I94 Mm95 - Rosebud,8/29/2017,WF,30087,46.26713,-106.6355,1.0,ACRES
9/18/2017,542_35039,Calaveras,9/17/2017,WF,35039,36.006370000000004,-106.6683,1.0,ACRES
2/5/2017,542_30055,Dirty - Mccone,2/4/2017,WF,30055,47.2838,-105.76899999999999,1.0,ACRES
8/31/2017,544_30011,Hansen,8/30/2017,WF,30011,45.55357,-104.4585,1.0,ACRES
8/30/2017,546_56013,City Dump,8/28/2017,WF,56013,43.54408,-109.6107,1.0,ACRES
9/1/2017,558_30011,Big Hill,8/31/2017,WF,30011,45.81646,-104.706,1.0,ACRES
5/22/2017,559_4013,Cline,5/21/2017,WF,4013,33.68752,-111.5176,1.0,ACRES
5/22/2017,560_4009,Kilo 2,5/21/2017,WF,4009,33.28967,-110.4413,1.0,ACRES
11/2/2017,560_8057,Munk,11/1/2017,WF,8057,40.57297,-106.5214,1.0,ACRES
7/30/2017,563_41023,563,7/29/2017,WF,41023,44.83416,-118.3507,1.0,ACRES
9/2/2017,565_30003,Bravo,9/1/2017,WF,30003,45.09711,-106.7205,1.0,ACRES
3/7/2017,566_40011,Sutton 1,3/6/2017,WF,40011,35.99909,-98.57523,1.0,ACRES
7/9/2017,567_4015,Surprise,7/8/2017,WF,4015,35.49559,-113.4331,1.0,ACRES
9/8/2017,571_41019,Dl Spotted Owl,9/7/2017,WF,41019,43.3461,-122.3402,1.0,ACRES
8/12/2017,574_23009,Slot Break,8/11/2017,WF,23009,44.824073999999996,-68.081066,1.0,ACRES
8/24/2017,576_41035,Fort Springs,8/23/2017,WF,41035,42.011417,-120.9377,1.0,ACRES
8/15/2017,577_30047,Woodward Creek,8/13/2017,WF,30047,47.73898,-113.8513,1.0,ACRES
8/12/2017,582_23009,Webb Pond,8/11/2017,WF,23009,44.680741,-68.30245,1.0,ACRES
9/9/2017,587_41039,Cg Trail,9/8/2017,WF,41039,43.67525,-122.7258,1.0,ACRES
7/24/2017,602_41055,0602 Rn,7/22/2017,WF,41055,45.31266,-120.7889,1.0,ACRES
7/20/2017,608_49049,3 Sisters,7/19/2017,WF,49049,40.18247,-111.5952,1.0,ACRES
8/12/2017,614_41033,Steve Peak,8/11/2017,WF,41033,42.07246,-123.2686,1.0,ACRES
8/10/2017,624_23003,Lana,8/9/2017,WF,23003,47.104240000000004,-69.10762,1.0,ACRES
8/24/2017,643_4015,Potato,8/23/2017,WF,4015,36.41447,-113.195,1.0,ACRES
10/21/2017,643_35059,Hwy 56,10/20/2017,WF,35059,36.380829999999996,-103.3319,1.0,ACRES
6/5/2017,654_4015,Goose,6/4/2017,WF,4015,35.21284,-114.3983,1.0,ACRES
3/19/2017,657_40071,Green,3/18/2017,WF,40071,36.66556,-97.10358000000001,1.0,ACRES
8/20/2017,658_8049,Corral Creek,8/19/2017,WF,8049,40.192859999999996,-106.1059,1.0,ACRES
8/28/2017,659_49021,Little Valley,8/27/2017,WF,49021,38.10127,-112.6576,1.0,ACRES
3/24/2017,673_40015,Marie Cozad,3/23/2017,WF,40015,34.913070000000005,-98.12810999999999,1.0,ACRES
7/15/2017,673_6093,Somes Bar,7/14/2017,WF,6093,41.389829999999996,-123.4957,1.0,ACRES
10/10/2017,681_41035,Captain,10/9/2017,WF,41035,42.08379,-121.3329,1.0,ACRES
7/30/2017,692_41013,0692 Rs,7/29/2017,WF,41013,44.32672,-120.8736,1.0,ACRES
9/12/2017,700_49017,Unita,9/11/2017,WF,49017,37.543620000000004,-112.6161,1.0,ACRES
7/11/2017,701_4019,Butterfly,7/10/2017,WF,4019,32.44854,-110.6961,1.0,ACRES
11/24/2017,701_56013,Three Barrel,11/23/2017,WF,56013,43.02479,-108.7403,1.0,ACRES
8/11/2017,716_41029,Finger Rock,8/10/2017,WF,41029,42.76659,-122.7479,1.0,ACRES
8/30/2017,724_23025,Hill Top,8/28/2017,WF,23025,44.773932,-69.685953,1.0,ACRES
7/17/2017,725_4005,Thunder,7/16/2017,WF,4005,34.42892,-110.7853,1.0,ACRES
9/15/2017,731_4005,Steamboat Rock,9/14/2017,WF,4005,36.96192,-111.9609,1.0,ACRES
6/14/2017,738_4005,Edge,6/13/2017,WF,4005,34.98148,-111.83,1.0,ACRES
8/31/2017,765_16049,Johnson Ridge,8/30/2017,WF,16049,45.55022,-116.3488,1.0,ACRES
6/11/2017,776_4007,Whiskey,6/10/2017,WF,4007,33.31154,-110.4559,1.0,ACRES
5/2/2017,786_40015,Caddo Casino,5/1/2017,WF,40015,35.29198,-98.26854,1.0,ACRES
10/12/2017,787_49017,139 Hwy89,10/11/2017,WF,49017,37.931059999999995,-112.4264,1.0,ACRES
6/12/2017,800_4009,Transfer,6/11/2017,WF,4009,33.16175,-110.1438,1.0,ACRES
10/25/2017,801_49021,Mm48 I15,10/24/2017,WF,49021,37.56532,-113.18700000000001,1.0,ACRES
6/13/2017,806_4007,Knife,6/12/2017,WF,4007,33.349779999999996,-110.693,1.0,ACRES
7/29/2017,810_4003,Thompson,7/28/2017,WF,4003,31.35575,-110.2254,1.0,ACRES
8/29/2017,819_16073,Carter,8/28/2017,WF,16073,42.38024,-116.7448,1.0,ACRES
8/16/2017,821_49011,Grinder,8/15/2017,WF,49011,40.96097,-111.9281,1.0,ACRES
8/19/2017,828_41059,Bowman Creek,8/18/2017,WF,41059,45.22938,-118.6919,1.0,ACRES
8/24/2017,834_4005,West,8/23/2017,WF,4005,36.51507,-112.3837,1.0,ACRES
8/1/2017,841_6049,Pratt,7/31/2017,WF,6049,41.86018,-120.2221,1.0,ACRES
9/24/2017,843_23017,Bear Mtn.,9/23/2017,WF,23017,44.36347,-70.27857,1.0,ACRES
9/10/2017,848_16049,American Spur,9/9/2017,WF,16049,45.91304,-115.3903,1.0,ACRES
9/27/2017,852_23009,Landing Lane,9/25/2017,WF,23009,44.491463,-68.590407,1.0,ACRES
2/7/2017,859_4003,San Gabriel,2/5/2017,WF,4003,31.549220000000002,-109.6618,1.0,ACRES
8/8/2017,862_8007,Wind Surfer,8/7/2017,WF,8007,37.02577,-107.4059,1.0,ACRES
8/9/2017,872_6105,Tompkins,8/8/2017,WF,6105,40.27378,-123.3778,1.0,ACRES
9/30/2017,874_23009,Ellery'S,9/29/2017,WF,23009,44.668774,-68.633158,1.0,ACRES
7/29/2017,875_40079,Black Fork North,7/28/2017,WF,40079,34.730270000000004,-94.46786,1.0,ACRES
8/9/2017,881_6093,Zulu 1,8/8/2017,WF,6093,41.5132,-123.436,1.0,ACRES
10/18/2017,883_30029,Mm 137 Hwy 93,10/17/2017,WF,30029,48.44577,-114.4827,1.0,ACRES
10/18/2017,889_30029,Star Power,10/17/2017,WF,30029,48.39155,-114.6647,1.0,ACRES
8/24/2017,893_49003,Selmon,8/23/2017,WF,49003,41.82135,-112.33,1.0,ACRES
10/7/2017,897_23029,West Street 2,10/5/2017,WF,23029,45.146155,-67.60985500000001,1.0,ACRES
6/22/2017,899_4007,House,6/21/2017,WF,4007,33.3585,-110.4734,1.0,ACRES
8/10/2017,901_6105,Happy,8/9/2017,WF,6105,40.90862,-123.4844,1.0,ACRES
8/11/2017,908_6023,Bennett,8/10/2017,WF,6023,40.67445,-123.56200000000001,1.0,ACRES
6/24/2017,909_4007,Boni,6/23/2017,WF,4007,33.34767,-110.4597,1.0,ACRES
10/5/2017,914_23029,Parker Rock,10/4/2017,WF,23029,45.080508,-67.609747,1.0,ACRES
9/30/2017,920_16049,Glenwood 184,9/28/2017,WF,16049,46.24348,-116.0132,1.0,ACRES
8/23/2017,924_8083,Bitter Brush,8/22/2017,WF,8083,37.18269,-108.4431,1.0,ACRES
10/19/2017,925_23025,Cramer,10/17/2017,WF,23025,44.79071,-69.28699,1.0,ACRES
5/24/2017,961_16001,Otr 10,5/23/2017,WF,16001,43.242490000000004,-116.0367,1.0,ACRES
5/24/2017,964_16001,Otr 13,5/23/2017,WF,16001,43.15798,-116.14399999999999,1.0,ACRES
9/10/2017,965_40089,Eagle Mountain,9/9/2017,WF,40089,34.17992,-94.79047,1.0,ACRES
8/22/2017,970_41031,0970 Rn,8/21/2017,WF,41031,44.59632,-121.2552,1.0,ACRES
8/7/2017,973_6045,Cherry,8/6/2017,WF,6045,39.605,-122.9567,1.0,ACRES
5/28/2017,976_16001,Otr 24,5/27/2017,WF,16001,43.24364,-116.0466,1.0,ACRES
5/28/2017,979_16001,Otr 27,5/27/2017,WF,16001,43.242709999999995,-116.04299999999999,1.0,ACRES
5/29/2017,986_16001,Otr 34,5/28/2017,WF,16001,43.24365,-116.0468,1.0,ACRES
10/3/2017,997_40089,Powerline,10/2/2017,WF,40089,34.15611,-94.73926999999999,1.0,ACRES
10/21/2017,1001_23005,Lunt Road,10/20/2017,WF,23005,43.91722,-70.08346999999999,1.0,ACRES
5/30/2017,1002_16001,Otr 48,5/29/2017,WF,16001,43.25258,-116.0856,1.0,ACRES
2/24/2017,1006_48381,Winrock,2/23/2017,WF,48381,35.0466667,-101.91463329999999,1.0,ACRES
5/31/2017,1007_16001,Otr 53,5/30/2017,WF,16001,43.157959999999996,-116.1438,1.0,ACRES
10/6/2017,1008_23025,Weeman,10/5/2017,WF,23025,44.736540999999995,-69.277,1.0,ACRES
5/31/2017,1009_16001,Otr 55,5/30/2017,WF,16001,43.24597,-116.0348,1.0,ACRES
3/3/2017,1010_48381,White Bluff Trail,3/2/2017,WF,48381,35.0459,-101.7613333,1.0,ACRES
8/15/2017,1017_23029,Mcphee Island,8/14/2017,WF,23029,45.101343,-67.413934,1.0,ACRES
6/4/2017,1024_16001,Otr 68,6/3/2017,WF,16001,43.25628,-116.1569,1.0,ACRES
7/6/2017,1027_4007,Tobacco,7/5/2017,WF,4007,33.29938,-110.4566,1.0,ACRES
7/5/2017,1035_4015,Freedom,7/4/2017,WF,4015,34.480090000000004,-113.3404,1.0,ACRES
9/15/2017,1039_4007,Gentry Canyon,9/14/2017,WF,4007,34.09155,-110.7653,1.0,ACRES
11/4/2017,1042_40031,Paradise Valley,11/2/2017,WF,40031,34.773,-98.4966,1.0,ACRES
6/8/2017,1043_16001,Otr 82,6/7/2017,WF,16001,43.23636,-116.044,1.0,ACRES
9/16/2017,1054_49049,Thistle,9/14/2017,WF,49049,40.005359999999996,-111.4971,1.0,ACRES
9/20/2017,1055_8007,Archuleta Mesa 2,9/19/2017,WF,8007,37.01083,-107.0681,1.0,ACRES
6/15/2017,1070_16001,Otr 103,6/14/2017,WF,16001,43.25547,-116.0808,1.0,ACRES
9/29/2017,1077_4011,Blackwater,9/28/2017,WF,4011,33.33781,-109.4911,1.0,ACRES
9/14/2017,1089_41059,South Hill/Rural Assist,9/13/2017,WF,41059,45.66682,-118.7826,1.0,ACRES
5/29/2017,1095_53063,Fish Trail,5/28/2017,WF,53063,47.64111,-117.4517,1.0,ACRES
