report_date,incident number,incident name,start date,incident type,county,latitude,longitude,area,area measurement
3/24/2017,529_40113,Nw Oklahoma Complex,3/7/2017,CX,40113,36.4311111,-96.1786111,779292.0,ACRES
3/24/2017,527_40017,Oks - Starbuck,3/7/2017,WF,40017,33.1775,-108.1238889,662700.0,ACRES
3/24/2017,247_20057,Grassfires 30617,3/6/2017,WF,20057,37.75569,-99.96826,400000.0,ACRES
3/29/2017,1012_48027,Perryton,3/6/2017,WF,48027,33.8925,-105.33861110000001,318156.0,ACRES
12/31/2017,3583_6111,Thomas,12/4/2017,WF,6111,34.43097,-119.0899,281893.0,ACRES
7/31/2017,252_30001,Lodgepole Complex,7/20/2017,CX,30001,41.1741667,-106.26111110000001,270743.0,ACRES
8/8/2017,10193_32093,Roosters Comb,7/9/2017,WF,32093,41.5655556,-123.6472222,204947.0,ACRES
11/2/2017,326_41015,Chetco Bar,7/12/2017,WF,41015,42.2966667,-123.9536111,191125.0,ACRES
10/17/2017,1464_30049,Rice Ridge,7/24/2017,WF,30049,41.828888899999995,-120.8241667,160187.0,ACRES
7/25/2017,10226_32057,Four Seasons Complex,7/16/2017,CX,32057,43.6905556,-89.8694444,159986.0,ACRES
7/10/2017,17006_13003,West Mims,4/7/2017,WF,13003,30.574440000000003,-82.32333,152294.0,ACRES
3/8/2017,1013_48025,Lefors East,3/7/2017,WF,48025,33.6633333,-88.6202778,135000.0,ACRES
10/5/2017,267_53077,Diamond Creek,7/23/2017,WF,53077,39.0783333,-108.93444440000002,128272.0,ACRES
10/30/2017,10049_6097,Nuns,10/8/2017,WF,6097,38.4330556,-122.70277779999999,110720.0,ACRES
10/31/2017,10104_6127,Central Lnu Complex,10/9/2017,WF,6127,28.796388899999997,-80.81138890000001,110720.0,ACRES
3/25/2017,528_40077,Oks - 283,3/6/2017,WF,40077,34.9276667,-95.0551667,100000.0,ACRES
8/5/2017,543_30015,Sartin Draw,8/30/2017,WF,30015,41.853055600000005,-123.6758333,99714.0,ACRES
7/9/2017,30314_32053,Truckee,7/3/2017,WF,32053,33.685,-106.99694440000002,98960.0,ACRES
9/12/2017,30654_32007,Tohakum 2,8/29/2017,WF,32007,40.1525,-115.77916670000002,94221.0,ACRES
9/14/2017,159_16043,Highline,7/28/2017,WF,16043,35.725,-106.79166670000001,89366.0,ACRES
7/21/2017,30366_6037,Long Valley,7/11/2017,WF,6037,39.8791667,-106.48305559999999,83733.0,ACRES
8/13/2017,671_6063,Modoc July Complex,7/24/2017,CX,6063,47.268055600000004,-113.48527779999999,83120.0,ACRES
8/8/2017,14474_6061,Detwiler,7/16/2017,WF,6061,46.86592,-114.624,81826.0,ACRES
12/31/2017,6098_6053,Eclipse Complex,8/15/2017,CX,6053,48.85717,-114.8573,78698.0,ACRES
7/26/2017,218_49075,Brianhead,6/17/2017,WF,49075,35.3977778,-83.9083333,71675.0,ACRES
8/30/2017,54_41049,Nena Springs,8/8/2017,WF,41049,45.381717,-116.541867,68007.0,ACRES
10/4/2017,6081_6021,Salmon August Complex,8/13/2017,CX,6021,26.152777800000003,-81.35888890000001,65889.0,ACRES
11/2/2017,2217_30031,Meyers,7/14/2017,WF,30031,39.5227778,-119.6922222,62034.0,ACRES
8/13/2017,671K7YC_6049,Modoc July Complex,7/24/2017,WF,6049,41.50139,-120.555,61730.0,ACRES
3/25/2017,526_40133,Oks - Selman,3/6/2017,WF,40133,32.3516667,-99.07472220000001,60000.0,ACRES
8/11/2017,158_16089,Powerline,8/4/2017,WF,16089,47.896111100000006,-115.30916670000002,55529.0,ACRES
7/12/2017,10155_32039,Dry Gulch,7/4/2017,WF,32039,46.5627778,-113.63416670000001,55328.7,ACRES
12/20/2017,170967_46033,Legion Lake,12/11/2017,WF,46033,43.76194,-103.4482,54023.0,ACRES
10/6/2017,1288_30021,Lolo Peak,7/15/2017,WF,30021,26.22083,-80.97778000000001,53902.0,ACRES
8/16/2017,7092_41037,Cinder Butte,8/2/2017,WF,41037,43.5775,-119.94,52531.0,ACRES
11/1/2017,365_53073,Norse Peak,8/11/2017,WF,53073,48.17,-113.09444440000001,52056.0,ACRES
10/27/2017,10105_6055,Southern Lnu Complex,10/9/2017,WF,6055,38.29611,-122.27528000000001,51624.0,ACRES
8/5/2017,303_16063,Mammoth Cave,8/4/2017,WF,16063,43.06527,-114.3867,49912.0,ACRES
7/11/2017,9755_6093,Garza,7/9/2017,WF,6093,41.94694439999999,-123.34888889999999,48889.0,ACRES
7/17/2017,340_16188,Powerline,7/15/2017,WF,16188,66.63472220000001,-157.15972219999998,48569.0,ACRES
9/4/2017,493_41035,Eagle Creek,9/2/2017,WF,41035,39.8877778,-120.06638889999999,48488.0,ACRES
6/10/2017,467_4039,Frye,6/7/2017,WF,4039,44.0091667,-122.17033329999998,48443.0,ACRES
4/24/2017,2926_4007,Sawmill,4/23/2017,WF,4007,40.1525,-115.77916670000002,46991.0,ACRES
7/30/2017,776_6049,Steele,7/26/2017,WF,6049,41.8524,-120.9907,45690.4,ACRES
3/9/2017,526_40059,Oks - Selman,3/7/2017,WF,40059,36.64078,-99.46937,44234.0,ACRES
7/25/2017,1463_30039,Sapphire Complex,7/24/2017,CX,30039,46.5627778,-113.63416670000001,43733.0,ACRES
8/14/2017,406_41033,Umpqua North Complex,8/11/2017,CX,41033,42.45172,-123.5537,43158.0,ACRES
7/17/2017,332_16113,Twin,7/15/2017,WF,16113,38.4947222,-122.0252778,42558.0,ACRES
9/2/2017,1811_30089,Highway 200 Complex,9/1/2017,CX,30089,47.575,-115.28472,42442.0,ACRES
7/4/2017,30319_32019,Earthstone,7/3/2017,WF,32019,31.5375,-111.34916670000001,41545.0,ACRES
9/4/2017,17358_56033,Deer Creek,8/31/2017,WF,56033,44.95572,-106.4715,40266.3,ACRES
8/16/2017,647_41089,Miller Complex,8/14/2017,CX,41089,40.976388899999996,-121.82444440000002,39715.6,ACRES
9/1/2017,552_30077,Brush Flat,8/31/2017,WF,30077,46.7313889,-120.71055559999999,39386.9,ACRES
10/11/2017,12169_6045,Mendocino Lake Complex,10/9/2017,WF,6045,39.53917,-123.18861000000001,38730.0,ACRES
7/10/2017,202_16073,Loveridge,7/9/2017,WF,16073,42.79997,-115.667,38651.0,ACRES
3/24/2017,1018_48245,Rankin Ranch Road,3/23/2017,WF,48245,29.607222200000002,-94.27722220000001,38104.0,ACRES
7/20/2017,589_49049,Onaqui Mountain Complex,7/18/2017,CX,49049,45.921111100000005,-114.4911111,37974.0,ACRES
8/13/2017,361_53019,Jolly Mountain,8/11/2017,WF,53019,43.250935,-122.55119099999999,36808.0,ACRES
8/30/2017,2385_6059,Pier,8/29/2017,WF,6059,45.9988889,-121.79222220000001,36556.0,ACRES
8/6/2017,308_16021,Shoestring,8/5/2017,WF,16021,26.187777800000003,-81.54388890000001,35704.0,ACRES
7/18/2017,557_49045,Davis,7/16/2017,WF,49045,40.17667,-112.6919,35405.0,ACRES
7/2/2017,928_4095,Hilltop,6/25/2017,WF,4095,31.473888899999995,-99.9097222,33826.0,ACRES
8/23/2017,170234_41039,Horse Creek Complex,8/21/2017,CX,41039,44.088828,-121.98664,33780.0,ACRES
7/9/2017,1051_4025,Brooklyn,7/7/2017,WF,4025,34.14828,-111.9633,33550.0,ACRES
7/28/2017,371_41049,Blanket Creek,7/25/2017,WF,41049,47.0208333,-112.69055559999998,33322.0,ACRES
7/10/2017,163_30155,Tongue River Complex,7/9/2017,CX,30155,35.77,-83.3433333,32965.0,ACRES
8/13/2017,586_6093,Abney,8/10/2017,WF,6093,41.97998,-123.1642,32846.0,ACRES
3/8/2017,82_8075,Logan,3/6/2017,WF,8075,40.78025,-102.8379,32564.0,ACRES
3/8/2017,82_8129,Logan Fire,3/6/2017,WF,8129,36.0569444,-92.4305556,32564.0,ACRES
8/15/2017,441_41019,Nu Happy Dog,8/12/2017,WF,41019,43.30597,-122.6221,31202.0,ACRES
7/3/2017,166_53077,Silver  Dollar,7/2/2017,WF,53077,46.54123,-119.8849,30974.0,ACRES
7/26/2017,722_6049,Cove,7/25/2017,WF,6049,41.30658,-121.0561,30886.5,ACRES
8/25/2017,776_16093,Bearskin,8/23/2017,WF,16093,41.7916667,-123.4925,30251.0,ACRES
7/14/2017,150_30087,Witten,7/7/2017,WF,30087,45.363889,-106.6575,30000.0,ACRES
7/8/2017,017-026_30039,Witten,7/7/2017,WF,30039,45.99527,-113.5796,30000.0,ACRES
5/29/2017,180211_12039,Dragonfly,5/27/2017,WF,12039,44.0683333,-121.87777779999999,29937.0,ACRES
5/31/2017,1_12011,Dragonfly,5/28/2017,WF,12011,26.2483333,-80.76638890000001,29745.0,ACRES
7/10/2017,203_16111,Antelope,7/9/2017,WF,16111,34.699722200000004,-118.935,29493.0,ACRES
6/28/2017,121_53039,Sutherland Canyon,6/26/2017,WF,53039,42.9758333,-115.6797222,29258.0,ACRES
7/29/2017,179_30240,Alice Creek,7/22/2017,WF,30240,65.1022222,-141.6383333,29252.0,ACRES
3/7/2017,1011_48375,Dumas Complex,3/6/2017,WF,48375,35.319444399999995,-101.83111109999999,28800.0,ACRES
7/25/2017,105_30063,Liberty,7/15/2017,WF,30063,47.138611100000006,-113.77972220000001,28694.0,ACRES
7/8/2017,7624_6079,Alamo,7/6/2017,WF,6079,35.01972,-120.29943999999999,28687.0,ACRES
6/26/2017,904_4025,Goodwin,6/24/2017,WF,4025,34.35763,-112.37299999999999,28516.0,ACRES
10/10/2017,10045_6007,Tubbs,10/8/2017,WF,6007,41.601388899999996,-116.34555559999998,28000.0,ACRES
7/10/2017,30349_32001,Draw,7/7/2017,WF,32001,39.4108333,-117.895,27506.0,ACRES
10/10/2017,10093_6097,Central Lnu Complex,10/9/2017,WF,6097,38.43306,-122.70278,27500.0,ACRES
8/14/2017,636_41003,High Cascades Complex,8/13/2017,CX,41003,41.541509999999995,-113.6234,27476.0,ACRES
7/27/2017,741_6093,Orleans Complex,7/25/2017,CX,6093,41.56564,-123.647175,27276.0,ACRES
7/2/2017,618_4079,Burro,6/30/2017,WF,4079,35.428611100000005,-120.485,27238.0,ACRES
7/31/2017,137_16023,Wildhorse,7/30/2017,WF,16023,43.28544,-112.9991,27181.0,ACRES
8/2/2017,521_16111,Hanover,8/1/2017,WF,16111,27.313055600000006,-80.505,26857.0,ACRES
3/20/2017,17026_12025,Parliament,3/18/2017,WF,12025,33.6633333,-88.6202778,26471.0,ACRES
7/19/2017,1336_30031,Sunrise,7/16/2017,WF,30031,42.1402778,-113.7888889,26310.0,ACRES
7/10/2017,10181_32063,Tabor Flats,7/8/2017,WF,32063,39.90555560000001,-120.9722222,25379.5,ACRES
10/10/2017,10046_6043,Atlas,10/8/2017,WF,6043,37.5375,-119.5983333,25000.0,ACRES
8/15/2017,174_30053,Caribou,8/11/2017,WF,30053,48.97316,-115.4412,24753.0,ACRES
7/23/2017,250_53049,400,7/19/2017,WF,53049,39.9941667,-111.31583329999998,24650.0,ACRES
7/21/2017,250_53077,400,7/20/2017,WF,53077,46.71502,-119.9904,24650.0,ACRES
8/13/2017,843_41187,Milli 0843 Cs,8/11/2017,WF,41187,34.685,-83.935,24025.0,ACRES
7/14/2017,30372_32049,Bravo17,7/12/2017,WF,32049,45.368333299999996,-114.83416670000001,23387.0,ACRES
8/3/2017,148_16011,Lava Flow,8/2/2017,WF,16011,43.352779999999996,-112.8656,22636.0,ACRES
7/24/2017,20159_32027,Mm 155,7/14/2017,WF,32027,40.7547,-118.016297,22360.6,ACRES
7/15/2017,20159_32003,Mm155,7/14/2017,WF,32003,30.574444399999997,-82.3233333,22360.0,ACRES
4/1/2017,17033_12063,Cowbell,3/30/2017,WF,12063,35.1825,-96.1572222,21963.0,ACRES
8/28/2017,60_30089,East Fork,8/27/2017,WF,30089,47.612777799999996,-115.44083329999998,21896.0,ACRES
4/11/2017,17006_12003,West Mims,4/7/2017,WF,12003,30.574444399999997,-82.3233333,21790.0,ACRES
7/19/2017,584_49013,Cedar Mountain,7/17/2017,WF,49013,45.998611100000005,-92.12138890000001,21372.0,ACRES
8/12/2017,914_6093,Haypress,8/10/2017,WF,6093,41.45162,-123.3801,21301.0,ACRES
10/10/2017,12172_6045,Redwood Valley Incident,10/9/2017,WF,6045,39.31283,-123.21967,21000.0,ACRES
5/21/2017,180204_12011,Campfire,5/20/2017,WF,12011,26.3191667,-80.6355556,21000.0,ACRES
8/17/2017,601_30203,Scalp,8/15/2017,WF,30203,37.1575,-91.1313889,20810.0,ACRES
6/7/2017,166_35017,Corral,6/4/2017,WF,35017,33.17755,-108.124,20350.0,ACRES
7/20/2017,306_16037,Moose Creek 1,7/14/2017,WF,16037,37.819166700000004,-109.60055559999999,20221.0,ACRES
9/4/2017,222_30053,West Fork,8/30/2017,WF,30053,48.507833000000005,-115.649,20072.0,ACRES
5/20/2017,180203_12019,Three Mile,5/19/2017,WF,12019,34.0683333,-78.0444444,19528.0,ACRES
9/28/2017,2753_6003,Lion,9/24/2017,WF,6003,33.415555600000005,-108.62833329999998,19215.0,ACRES
10/10/2017,12169_6290,Potter Valley Incident,10/9/2017,WF,6290,67.5075,-142.1594444,19000.0,ACRES
6/29/2017,151_16049,Centennial,6/28/2017,WF,16049,41.7986111,-120.9236111,18660.0,ACRES
8/31/2017,5180_32031,R-4,8/30/2017,WF,32031,40.696940000000005,-119.93388999999999,18618.0,ACRES
7/10/2017,1770_6123,Whittier,7/8/2017,WF,6123,29.093888899999996,-97.2891667,18430.0,ACRES
9/1/2017,1770_6007,Helena,8/30/2017,WF,6007,41.1716667,-115.7313889,18316.0,ACRES
8/12/2017,170177_41039,Mr Separation,8/10/2017,WF,41039,44.100429999999996,-121.9092,18086.0,ACRES
7/14/2017,1156_4025,Hyde,7/11/2017,WF,4025,34.832222200000004,-112.87333329999998,18072.0,ACRES
8/28/2017,666_30029,Strawberry,8/25/2017,WF,30029,48.0891667,-113.015,18019.0,ACRES
7/16/2017,146_30081,Park Creek,7/14/2017,WF,30081,46.193383000000004,-114.2602,18000.0,ACRES
3/7/2017,312_20023,Hodgeman County,3/6/2017,WF,20023,35.9319444,-81.8833333,18000.0,ACRES
8/10/2017,5905_6093,Prescott,8/8/2017,WF,6093,41.73152,-123.6385,17900.0,ACRES
6/2/2017,565_4041,Boundary,6/1/2017,WF,4041,36.4208333,-94.7406667,17788.0,ACRES
6/13/2017,91_8079,Dead Dog,6/11/2017,WF,8079,35.019722200000004,-120.29944440000001,17731.0,ACRES
8/26/2017,214_16113,Deer Park,8/25/2017,WF,16113,35.1347222,-83.60416670000001,17588.0,ACRES
8/13/2017,384_53063,East Saddle,8/12/2017,WF,53063,47.2266667,-113.75194440000001,17470.0,ACRES
7/26/2017,17139_16043,Ibex,7/24/2017,WF,16043,35.0586111,-83.65361109999999,17256.0,ACRES
10/11/2017,26295_6043,Neu Wind Complex,10/9/2017,WF,6043,37.5375,-119.5983333,17037.0,ACRES
8/15/2017,526_30049,Sprague,8/10/2017,WF,30049,46.0075,-114.94555559999999,16982.0,ACRES
8/29/2017,30637_32035,Tungsten,8/27/2017,WF,32035,39.8877778,-120.06638889999999,16755.0,ACRES
8/28/2017,114_41055,Horse Prairie,8/26/2017,WF,41055,38.29611,-122.27528000000001,16436.0,ACRES
8/28/2017,514_41019,Dfpa Horse Prairie,8/26/2017,WF,41019,42.938548,-123.600268,16436.0,ACRES
7/26/2017,129_41049,Bowden,7/24/2017,WF,41049,45.8547222,-114.8577778,16112.0,ACRES
6/27/2017,1317_6093,Schaeffer,6/24/2017,WF,6093,27.508611100000003,-80.9866667,16031.0,ACRES
8/1/2017,453_41035,Spruce Lake,7/29/2017,WF,41035,42.980290000000004,-122.2818,15825.0,ACRES
12/8/2017,5165_6037,Creek,12/5/2017,WF,6037,34.334140000000005,-118.3379,15619.0,ACRES
12/6/2017,362189_6111,Creek,12/5/2017,WF,6111,34.4291667,-119.10027779999999,15619.0,ACRES
6/22/2017,20075_32027,Poker Brown,6/19/2017,WF,32027,40.558,-118.5207,15540.3,ACRES
5/23/2017,366_4063,Snake Ridge,5/19/2017,WF,4063,47.268055600000004,-113.48527779999999,15333.0,ACRES
8/2/2017,10319_32015,Delano,8/1/2017,WF,32015,41.853055600000005,-123.6758333,15264.4,ACRES
6/9/2017,464_4003,Lizard,6/7/2017,WF,4003,32.0091667,-110.00666670000001,15230.0,ACRES
6/21/2017,301_41069,Rhoades Canyon 0301 Rn,6/20/2017,WF,41069,44.9141667,-120.415,15200.0,ACRES
6/29/2017,5188_4003,Swisshelms,6/27/2017,WF,4003,31.680555600000005,-109.5238889,15177.0,ACRES
7/19/2017,304_16049,Lone Pine,7/14/2017,WF,16049,45.66111110000001,-115.05611110000001,14859.0,ACRES
7/5/2017,20121_32023,Limerick,7/3/2017,WF,32023,31.5072222,-111.3322222,14592.0,ACRES
5/19/2017,455_4009,Dove,5/9/2017,WF,4009,33.51637,-109.9575,14000.0,ACRES
9/1/2017,225_30081,Moose Peak,8/30/2017,WF,30081,45.8155,-114.319667,13887.0,ACRES
7/2/2017,4540_6093,Island,6/27/2017,WF,6093,41.4347222,-123.1622222,13497.0,ACRES
9/14/2017,1850_6077,Buck,9/12/2017,WF,6077,34.8098333,-95.229,13343.0,ACRES
9/14/2017,10482_32005,Cottonwood,9/12/2017,WF,32005,41.6972222,-73.5083333,13294.0,ACRES
7/21/2017,620_49071,Wildcat,7/20/2017,WF,49071,34.258888899999995,-117.4611111,13177.0,ACRES
8/9/2017,161_30007,Gibralter Ridge,8/7/2017,WF,30007,40.0758333,-121.56694440000001,12938.0,ACRES
2/24/2017,1005_48359,Lit Ranch,2/23/2017,WF,48359,35.5525167,-102.2352667,12913.0,ACRES
7/3/2017,152_8081,Peekaboo,6/27/2017,WF,8081,40.79351,-108.8344,12839.0,ACRES
7/25/2017,10266_32063,Black Point,7/24/2017,WF,32063,47.268055600000004,-113.48527779999999,12593.5,ACRES
8/14/2017,821_41065,0821 Rn,8/10/2017,WF,41065,44.83965,-120.6963,12447.0,ACRES
8/30/2017,1743_6399,Railroad,8/29/2017,WF,6399,31.793433299999997,-99.7703167,12407.0,ACRES
7/12/2017,271_16003,Hidden,7/10/2017,WF,16003,34.18105,-108.4044,12261.0,ACRES
5/2/2017,93_35003,Kerr,5/1/2017,WF,35003,33.81042,-108.4765,11886.0,ACRES
7/18/2017,20172_32027,Grass Valley,7/17/2017,WF,32027,40.7057,-117.6974,11580.5,ACRES
7/28/2017,170123_41015,Whitewater,7/23/2017,WF,41015,26.788888899999996,-81.8169444,11493.0,ACRES
7/11/2017,206_16043,Meadow Creek,7/10/2017,WF,16043,37.619440000000004,-120.20721999999999,11433.0,ACRES
9/1/2017,549_30003,Tidwell,8/30/2017,WF,30003,45.042320000000004,-106.3249,11285.3,ACRES
5/14/2017,113_35043,Baca,5/12/2017,WF,35043,37.619440000000004,-120.20721999999999,11139.0,ACRES
8/15/2017,791_49039,Tank Hollow,8/11/2017,WF,49039,45.9583333,-120.77166670000001,11067.0,ACRES
8/12/2017,5086_30187,Crucifixion Creek,8/11/2017,WF,30187,34.685,-83.935,11003.0,ACRES
6/8/2017,195_49037,Light Sage,6/2/2017,WF,49037,37.819166700000004,-109.60055559999999,11000.0,ACRES
8/1/2017,306_53077,Glade 3,7/30/2017,WF,53077,46.12041,-120.0416,10669.0,ACRES
8/16/2017,579_30077,Reef,8/13/2017,WF,30077,47.3475,-113.4016667,10658.0,ACRES
7/4/2017,115_30071,July,7/3/2017,WF,30071,47.90825,-108.54799999999999,10542.0,ACRES
7/26/2017,638_41031,Emerson,7/25/2017,WF,41031,44.735833299999996,-121.04166670000001,10527.0,ACRES
7/20/2017,247_30033,South Breaks,7/19/2017,WF,30033,47.383340000000004,-107.6164,10407.5,ACRES
5/19/2017,6727_6049,Elm 2,5/18/2017,WF,6049,41.4658333,-120.3213889,10343.0,ACRES
8/13/2017,170191_41093,Jones,8/10/2017,WF,41093,41.263413,-123.098973,10114.0,ACRES
9/2/2017,170481_32063,Timber Peak,8/30/2017,WF,32063,39.90555560000001,-120.9722222,10000.0,ACRES
8/9/2017,20249_32027,Dune,8/8/2017,WF,32027,27.099722200000002,-81.5975,9872.85,ACRES
3/5/2017,17026_40021,Milsap,3/2/2017,WF,40021,25.9513889,-81.22,9636.0,ACRES
9/3/2017,458_53039,Uno Peak,8/30/2017,WF,53039,36.613170000000004,-106.1985,9500.0,ACRES
9/4/2017,467_53007,Ferry Point,9/1/2017,WF,53007,48.13414,-120.4182,9500.0,ACRES
6/12/2017,193_35003,Straw,6/9/2017,WF,35003,33.2341667,-108.3688889,9360.0,ACRES
7/24/2017,594_41021,Horn Butte 0594 Rn,7/21/2017,WF,41021,45.665259999999996,-120.117,9357.0,ACRES
8/24/2017,356_16073,Grassy Hills,8/23/2017,WF,16073,42.18639,-115.1093,9350.0,ACRES
7/23/2017,594_41049,Horn Butte 0594,7/21/2017,WF,41049,39.9941667,-111.31583329999998,9300.0,ACRES
3/1/2017,1008_48075,303,2/28/2017,WF,48075,29.3325,-82.8494444,9299.0,ACRES
7/20/2017,246_30019,Barker,7/19/2017,WF,30019,32.898611100000004,-80.04138890000002,9255.0,ACRES
10/11/2017,110494_6063,Canyon 2,10/9/2017,WF,6063,39.735833299999996,-120.765,9217.0,ACRES
6/28/2017,266_35023,Tiffany,6/26/2017,WF,35023,39.5586111,-112.50916670000001,9200.0,ACRES
8/11/2017,5915_6007,Cedar,8/8/2017,WF,6007,33.6238889,-110.3538889,9122.0,ACRES
7/22/2017,605_49003,Sally,7/19/2017,WF,49003,41.17125,-112.8777,9000.0,ACRES
8/31/2017,1478_6051,Slinkard,8/29/2017,WF,6051,38.6194444,-119.55722220000001,8925.0,ACRES
6/21/2017,20078_32041,Trinity,6/20/2017,WF,32041,31.291944399999995,-88.81277779999999,8895.0,ACRES
5/20/2017,2017023_12055,Echo Springs,5/17/2017,WF,12055,27.605829999999997,-81.26971999999999,8800.0,ACRES
6/28/2017,120_53273,Spartan,6/26/2017,WF,53273,27.513055600000005,-97.2630556,8730.0,ACRES
8/7/2017,170156_41077,Rebel,8/4/2017,WF,41077,42.7061111,-112.7247222,8709.0,ACRES
8/13/2017,170177_41122,Separation,8/10/2017,WF,41122,60.596332999999994,-150.521167,8536.0,ACRES
3/24/2017,667_40017,Jackson Ranch,3/23/2017,WF,40017,33.1775,-108.1238889,8500.0,ACRES
6/28/2017,126_53015,Straight Hollow,6/26/2017,WF,53015,42.29654,-123.9535,8458.0,ACRES
10/10/2017,15933_6097,Cherokee,10/8/2017,WF,6097,38.4330556,-122.70277779999999,8417.0,ACRES
8/14/2017,316_41071,Tl Pup 316,8/9/2017,WF,41071,47.908333299999995,-108.54805559999998,8282.0,ACRES
7/23/2017,1026_48053,Bowers Ranch,7/22/2017,WF,48053,48.85717,-114.8573,8253.0,ACRES
10/10/2017,26269_6049,Cascade,10/9/2017,WF,6049,47.0208333,-112.69055559999998,8200.0,ACRES
6/28/2017,352_49017,Stream,6/27/2017,WF,49017,33.1775,-108.1238889,8146.0,ACRES
8/4/2017,84_6011,Empire,8/1/2017,WF,6011,26.0108333,-80.4394444,8094.0,ACRES
8/25/2017,486_30087,1026,8/24/2017,WF,30087,45.996111,-106.25805600000001,8043.3,ACRES
8/4/2017,862_6047,Parker2,8/3/2017,WF,6047,47.8325,-114.0061111,8001.0,ACRES
1/23/2017,5001_48005,Hopper,1/22/2017,WF,48005,34.4430556,-96.1008333,8000.0,ACRES
10/19/2017,12_48025,Wf Perkins Blowout,10/17/2017,WF,48025,34.0983333,-111.79166670000001,7966.0,ACRES
7/20/2017,203_30047,Crying,7/19/2017,WF,30047,44.7077778,-121.8561111,7925.0,ACRES
6/29/2017,149_16069,Sand Point,6/28/2017,WF,16069,28.911944399999996,-81.45777779999999,7843.0,ACRES
7/23/2017,259_30045,Yooper,7/20/2017,WF,30045,39.5391667,-123.1886111,7816.9,ACRES
9/22/2017,526_8085,Winter Valley,9/21/2017,WF,8085,44.9977778,-115.40083329999999,7787.0,ACRES
7/8/2017,149_30017,Crow Rock,7/7/2017,WF,30017,46.76234,-106.0312,7729.7,ACRES
8/29/2017,721_41019,Horse Prairie,8/26/2017,WF,41019,42.935,-123.6046,7654.0,ACRES
8/31/2017,547_30049,Snake,8/30/2017,WF,30049,41.465759999999996,-120.3214,7589.7,ACRES
8/14/2017,108_6043,South Fork,8/13/2017,WF,6043,37.53759,-119.5983,7564.0,ACRES
6/11/2017,171_35135,Round,6/6/2017,WF,35135,48.96194439999999,-95.3797222,7525.0,ACRES
6/7/2017,152_35027,Bonita,6/3/2017,WF,35027,45.581109999999995,-121.8523,7495.0,ACRES
7/19/2017,10234_32065,Oil Well,7/17/2017,WF,32065,46.3066667,-108.36972220000001,7466.75,ACRES
3/16/2017,120196_12095,North Cane,3/15/2017,WF,12095,28.566388899999996,-80.9602778,7300.0,ACRES
3/6/2017,170088_12021,Lee Williams Rd,3/5/2017,WF,12021,26.134166699999998,-81.5805556,7230.0,ACRES
2/16/2017,120129_12059,Three Forks #8,2/15/2017,WF,12059,30.6277778,-88.85388890000002,7200.0,ACRES
6/11/2017,780_4049,Highline,6/10/2017,WF,4049,45.54834,-115.9496,7198.0,ACRES
5/13/2017,452_4033,Pinal,5/8/2017,WF,4033,42.5344444,-123.8622222,7196.0,ACRES
9/4/2017,965_6105,La Tuna,9/1/2017,WF,6105,40.22763,-123.0357,7194.0,ACRES
8/11/2017,524_41019,Broken Lookout,8/8/2017,WF,41019,42.94065,-122.5475,7140.0,ACRES
7/22/2017,176_30233,Chinn,7/21/2017,WF,30233,35.805555600000005,-101.0975,7090.0,ACRES
7/24/2017,176_30059,Chinn Ma,7/21/2017,WF,30059,46.373000000000005,-110.9352,7090.0,ACRES
4/21/2017,170178_12021,30Th Ave,4/20/2017,WF,12021,26.187777800000003,-81.54388890000001,7068.0,ACRES
5/19/2017,111_35039,Hondito,5/15/2017,WF,35039,36.587309999999995,-106.0221,7020.0,ACRES
7/24/2017,20181_32027,Phoenix,7/23/2017,WF,32027,40.363,-117.43686699999999,6965.44,ACRES
4/6/2017,180144_12029,Holiday,4/5/2017,WF,12029,48.12894,-115.0081,6800.0,ACRES
8/13/2017,170181_41047,Nash,8/10/2017,WF,41047,40.0119444,-109.15833329999998,6747.0,ACRES
8/31/2017,117_6043,South Fork Baer,8/28/2017,WF,6043,37.53757,-119.5984,6740.0,ACRES
7/29/2017,5502_6101,Clear,7/25/2017,WF,6101,34.0875,-100.0625,6700.0,ACRES
9/2/2017,557_30087,Snider,8/31/2017,WF,30087,45.89532,-106.2994,6642.8,ACRES
8/24/2017,351_32007,Diamond A,8/23/2017,WF,32007,41.97857,-115.5372,6607.0,ACRES
7/31/2017,10305_32007,Pole Creek,7/30/2017,WF,32007,41.255217,-115.3333,6535.99,ACRES
6/27/2017,10108_32015,Cole Creek,6/26/2017,WF,32015,42.2966667,-123.9536111,6506.18,ACRES
11/26/2017,400_30071,Lower Black Coulee,11/23/2017,WF,30071,48.2916,-107.85331699999999,6500.0,ACRES
3/5/2017,17031_40133,Broke Fence,3/1/2017,WF,40133,35.133888899999995,-96.6172222,6478.0,ACRES
3/4/2017,17035_40037,Spocogee,3/1/2017,WF,40037,36.048333299999996,-96.3188889,6478.0,ACRES
6/21/2017,287_49003,Long Ridge,6/20/2017,WF,49003,41.3230556,-112.49694440000002,6403.0,ACRES
7/20/2017,166_30097,Arrastra Creek,7/19/2017,WF,30097,38.7427778,-122.9075,6318.0,ACRES
6/28/2017,78840_6065,Manzanita,6/26/2017,WF,6065,33.88167,-116.98971999999999,6309.0,ACRES
6/27/2017,53_41045,Horse Cross,6/26/2017,WF,41045,42.94847,-117.988,6255.65,ACRES
7/11/2017,2017028_12009,Rivers Edge,7/8/2017,WF,12009,28.52778,-80.70889,6100.0,ACRES
